Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,19 Reviews,4.92,4.92,4.75,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 40 tablets  each, is $18.99. You can buy Advil Cold/Sinus at the discounted price of $13.24 by using the WebMDRx coupon, a savings of 30%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,18 Reviews,4.75,4.13,4.25,"
					This combination medication is used to temporarily treat cough, chest congestion, and stuffy nose symptoms caused by the common cold, flu, allergies, hay fever, or other breathing illnesses (e.g., sinusitis, bronchitis). This is a brand name drug and a generic may be available. You can buy Robafen CF Multi-Symptom Cold at the discounted price of $4.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Ibuprofen,On Label,OTC,16 Reviews,4.75,5,4.75,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 800mg each of the generic (ibuprofen) is $13.49. You can buy ibuprofen at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 78%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,16 Reviews,3.73,4.36,3.55,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,15 Reviews,4.5,4,4.25,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,15 Reviews,3,4.25,2.5,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,13 Reviews,2.2,4,2.8,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,11 Reviews,3.5,4,3.75,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Ibuprofen,On Label,OTC,11 Reviews,4,4.4,4.2,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 800mg each of the generic (ibuprofen) is $13.49. You can buy ibuprofen at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 78%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen-Caffeine,On Label,OTC,11 Reviews,5,4.88,4.88,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 24 tablets  each, is $9.99. You can buy Excedrin Tension Headache at the discounted price of $6.01 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Indomethacin,Off Label,RX,10 Reviews,4.4,4.6,4.2,"
					Indomethacin is used to relieve pain, swelling, and joint stiffness caused by arthritis, bursitis, and tendonitis. This is a generic drug. The average cash price for 30 Capsule(s), 50mg  each, is $15.99. You can buy indomethacin at the discounted price of $10.56 by using the WebMDRx coupon, a savings of 34%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Phenyltoloxamine-Acetaminophen,"
",RX,10 Reviews,4,3.8,4,"
					This combination product contains 2 medications, acetaminophen and an antihistamine. This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 60 tablets  each, is $10.99. You can buy Percogesic Extra Strength at the discounted price of $7.18 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Naproxen Sodium,Off Label,RX,9 Reviews,3.33,3.67,3,"
					 This is a generic drug. The average cash price for 20 Tablet(s), 550mg each of the generic (naproxen sodium) is $61.39. You can buy naproxen sodium at the discounted price of $24.49 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,9 Reviews,4.33,5,4.33,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 355ml of 15-6.25-325mg/15ml  each, is $6.87. You can buy Coricidin HBP Nighttime Cold at the discounted price of $6.73 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Aspirin,On Label,OTC,8 Reviews,5,5,5,"
					This product is a combination of aspirin and an antacid (such as calcium carbonate, aluminum hydroxide, or magnesium oxide). This is a generic drug. The average cash price for 30 Tablet Delayed Release(s), 81mg each of the generic (aspirin) is $11.99. You can buy aspirin at the discounted price of $2.99 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,8 Reviews,5,5,5,"
					This combination medication is used to relieve coughs caused by the common cold, bronchitis, and other breathing illnesses. This is a brand name drug and a generic may be available. The average cash price for 1 Box, 20 tablets extended release 12 hour  each, is $19.99. You can buy Mucinex DM at the discounted price of $13.42 by using the WebMDRx coupon, a savings of 33%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,8 Reviews,3.67,4.67,4.33,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,7 Reviews,4.5,4.5,4.5,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Phenyltoloxamine-Acetaminophen,"
",RX,7 Reviews,3.5,5,3.25,"
					This combination product contains 2 medications, acetaminophen and an antihistamine. This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 60 tablets  each, is $10.99. You can buy Percogesic Extra Strength at the discounted price of $7.18 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,7 Reviews,5,5,5,"
					This combination medication is used to temporarily treat cough, chest congestion, and stuffy nose symptoms caused by the common cold, flu, allergies, hay fever, or other breathing illnesses (e.g., sinusitis, bronchitis). This is a brand name drug and a generic may be available. You can buy Robafen CF Multi-Symptom Cold at the discounted price of $4.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,"ASA-Acetaminophen-Salicyl-Caff, Mg Salicylat-Acetaminophen-Caf",On Label,OTC,6 Reviews,2.6,3,2.8,"
					 This is a brand name drug and a generic may be available. You can buy aspirin-acetaminophen-caffeine at the discounted price of $4.24 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,ASA-Acetaminophen-Salicyl-Caff,On Label,OTC,6 Reviews,5,4,5,"
					 This is a brand name drug and a generic may be available. You can buy aspirin-acetaminophen-caffeine at the discounted price of $4.24 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,"Choline,Magnesium Salicylate",On Label,RX,6 Reviews,2.33,4,1.67,"
					Choline salicylate/magnesium salicylate is used to relieve pain from various conditions. This is a generic drug. The average cash price for 1 Bottle, 240ml of 500mg/5ml  each, is $48.69. You can buy choline-mag trisalicylate at the discounted price of $39.06 by using the WebMDRx coupon, a savings of 20%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,6 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,6 Reviews,2,2,1,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Naproxen Sodium,On Label,OTC,5 Reviews,4,5,5,"
					 This is a generic drug. The average cash price for 20 Tablet(s), 550mg each of the generic (naproxen sodium) is $61.39. You can buy naproxen sodium at the discounted price of $24.49 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,5 Reviews,2,2.5,1,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 355ml of 15-6.25-325mg/15ml  each, is $6.87. You can buy Coricidin HBP Nighttime Cold at the discounted price of $6.73 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,5 Reviews,4,5,2.5,"
					This combination medication is used to temporarily treat cough, chest congestion, and stuffy nose symptoms caused by the common cold, flu, allergies, hay fever, or other breathing illnesses (e.g., sinusitis, bronchitis). This is a brand name drug and a generic may be available. You can buy Robafen CF Multi-Symptom Cold at the discounted price of $4.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,"Aspirin, Buffered",On Label,OTC,5 Reviews,5,5,5,"
					This product is a combination of aspirin and an antacid (such as calcium carbonate, aluminum hydroxide, or magnesium oxide). This is a generic drug. The average cash price for 30 Tablet Delayed Release(s), 81mg each of the generic (aspirin) is $11.99. You can buy aspirin at the discounted price of $2.99 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Aspirin,On Label,OTC,5 Reviews,3,5,5,"
					This product is a combination of aspirin and an antacid (such as calcium carbonate, aluminum hydroxide, or magnesium oxide). This is a generic drug. The average cash price for 30 Tablet Delayed Release(s), 81mg each of the generic (aspirin) is $11.99. You can buy aspirin at the discounted price of $2.99 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Acetaminophen,On Label,OTC,5 Reviews,1.5,2.5,1.5,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,5 Reviews,4.5,4.5,5,"
					This combination product contains 2 medications, acetaminophen and an antihistamine. This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 60 tablets  each, is $10.99. You can buy Percogesic Extra Strength at the discounted price of $7.18 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Duloxetine,On Label,RX,4647 Reviews,3.41,4.13,3.08,"
					Duloxetine is used to treat depression and anxiety. This is a generic drug. You can buy duloxetine hcl at the discounted price of $51.04 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Pregabalin,On Label,RX,3066 Reviews,3.38,4.07,3,"
					This medication is used to treat pain caused by nerve damage due to diabetes, shingles (herpes zoster) infection, or spinal cord injury. This is a generic drug. The average cash price for 30 Capsule(s), 75mg each of the generic (pregabalin) is $196.99. You can buy pregabalin at the discounted price of $52.49 by using the WebMDRx coupon, a savings of 73%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Amitriptyline,Off Label,RX,1126 Reviews,3.53,4.29,3.15,"
					This medication is used to treat mental/mood problems such as depression. This is a generic drug. You can buy amitriptyline hcl at the discounted price of $11.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Cyclobenzaprine,Off Label,RX,772 Reviews,3.6,4.31,3.34,"
					Cyclobenzaprine is used short-term to treat muscle spasms. This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (cyclobenzaprine hcl) is $20.39. You can buy cyclobenzaprine hcl at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 85%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Paroxetine Hcl,Off Label,RX,728 Reviews,3.72,4.23,3.23,"
					Paroxetine is used to treat depression, panic attacks, anxiety disorders, and a severe form of premenstrual syndrome (premenstrual dysphoric disorder). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 25mg each of the generic (paroxetine hcl er) is $128.99. You can buy paroxetine hcl er at the discounted price of $76.17 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Cyclobenzaprine,Off Label,RX,479 Reviews,3.43,4.22,3.22,"
					Cyclobenzaprine is used short-term to treat muscle spasms. This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (cyclobenzaprine hcl) is $20.39. You can buy cyclobenzaprine hcl at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 85%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Mirtazapine,Off Label,RX,463 Reviews,3.26,4.23,2.9,"
					Mirtazapine is used to treat depression. This is a generic drug. The average cash price for 30 Tablet(s), 15mg each of the generic (mirtazapine) is $52.99. You can buy mirtazapine at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Mirtazapine,Off Label,RX,463 Reviews,3.26,4.23,2.9,"
					Mirtazapine is used to treat depression. This is a generic drug. The average cash price for 30 Tablet(s), 15mg each of the generic (mirtazapine) is $52.99. You can buy mirtazapine at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Amitriptyline,Off Label,RX,409 Reviews,3.36,4.15,3.02,"
					This medication is used to treat mental/mood problems such as depression. This is a generic drug. You can buy amitriptyline hcl at the discounted price of $11.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Pramipexole,Off Label,RX,332 Reviews,3.96,4.27,3.71,"
					Pramipexole is used alone or with other medications to treat Parkinson's disease. This is a generic drug. The average cash price for 30 Tablet(s), 0.5mg each of the generic (pramipexole dihydrochloride) is $89.99. You can buy pramipexole dihydrochloride at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 74%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3,"
					Paroxetine is used to treat depression, panic attacks, obsessive-compulsive disorder (OCD), anxiety disorders, and post-traumatic stress disorder. This is a generic drug. You can buy paroxetine hcl at the discounted price of $13.99 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3,"
					Paroxetine is used to treat depression, panic attacks, obsessive-compulsive disorder (OCD), anxiety disorders, and post-traumatic stress disorder. This is a generic drug. You can buy paroxetine hcl at the discounted price of $13.99 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3,"
					Paroxetine is used to treat depression, panic attacks, obsessive-compulsive disorder (OCD), anxiety disorders, and post-traumatic stress disorder. This is a generic drug. You can buy paroxetine hcl at the discounted price of $13.99 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Cyclobenzaprine,Off Label,RX,219 Reviews,3.12,4.18,2.97,"
					Cyclobenzaprine is used short-term to treat muscle spasms. This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (cyclobenzaprine hcl) is $20.39. You can buy cyclobenzaprine hcl at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 85%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,176 Reviews,3.32,4.4,3.13,"
					 This is a generic drug. The average cash price for 20 Tablet(s), 37.5-325mg each of the generic (tramadol-acetaminophen) is $26.89. You can buy tramadol-acetaminophen at the discounted price of $12.49 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,133 Reviews,3.07,4.07,2.9,"
					 This is a generic drug. The average cash price for 20 Tablet(s), 37.5-325mg each of the generic (tramadol-acetaminophen) is $26.89. You can buy tramadol-acetaminophen at the discounted price of $12.49 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Duloxetine,On Label,RX,132 Reviews,3.51,3.85,3.21,"
					Duloxetine is used to treat depression and anxiety. This is a generic drug. You can buy duloxetine hcl at the discounted price of $51.04 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Duloxetine,On Label,RX,132 Reviews,3.51,3.85,3.21,"
					Duloxetine is used to treat depression and anxiety. This is a generic drug. You can buy duloxetine hcl at the discounted price of $51.04 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Pramipexole,Off Label,RX,84 Reviews,4,4.27,3.81,"
					Pramipexole is used alone or with other medications to treat Parkinson's disease. This is a generic drug. The average cash price for 30 Tablet(s), 0.5mg each of the generic (pramipexole dihydrochloride) is $89.99. You can buy pramipexole dihydrochloride at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 74%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Pramipexole,Off Label,RX,84 Reviews,4,4.27,3.81,"
					Pramipexole is used alone or with other medications to treat Parkinson's disease. This is a generic drug. The average cash price for 30 Tablet(s), 0.5mg each of the generic (pramipexole dihydrochloride) is $89.99. You can buy pramipexole dihydrochloride at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 74%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Amitriptyline,Off Label,RX,33 Reviews,2.8,3.9,2.4,"
					This medication is used to treat mental/mood problems such as depression. This is a generic drug. You can buy amitriptyline hcl at the discounted price of $11.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Mirtazapine,Off Label,RX,23 Reviews,3.36,4,3.18,"
					Mirtazapine is used to treat depression. This is a generic drug. The average cash price for 30 Tablet(s), 15mg each of the generic (mirtazapine) is $52.99. You can buy mirtazapine at the discounted price of $23.56 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Pramipexole,Off Label,RX,18 Reviews,4.43,4.43,4,"
					Pramipexole is used alone or with other medications to treat Parkinson's disease. This is a generic drug. The average cash price for 1 Bottle, 30 tablets extended release 24 hour each of the generic (pramipexole dihydrochloride er) is $421.99. You can buy pramipexole dihydrochloride er at the discounted price of $202.18 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Cyclobenzaprine,Off Label,RX,13 Reviews,4.25,5,4,"
					Cyclobenzaprine is used short-term to treat muscle spasms. This is a generic drug. The average cash price for 30 Tablet(s), 10mg each of the generic (cyclobenzaprine hcl) is $20.39. You can buy cyclobenzaprine hcl at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 85%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Milnacipran,On Label,RX,9 Reviews,3.57,4.29,3.57,"
					 This is a brand name drug and a generic may be available. The average cash price for 60 Tablet(s), 100mg  each, is $477.99. You can buy Savella at the discounted price of $401.74 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Duloxetine,On Label,RX,1 Reviews,5,4,4,"
					Duloxetine is used to treat depression and anxiety. This is a generic drug. You can buy duloxetine hcl at the discounted price of $51.04 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
fibromyalgia,Amitriptyline,Off Label,RX,1 Reviews,3,4,3,"
					This medication is used to treat mental/mood problems such as depression. This is a generic drug. You can buy amitriptyline hcl at the discounted price of $11.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,25 Reviews,2.64,4.64,2.82,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,25 Reviews,2.64,4.64,2.82,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
